MemberID,JoinDate,DateOfBirth,City,NoOfChild,EldestKidDOB,YoungestKidDOB
6443581b51ccbecd1072aeb3eba94d2f,2019-11-12,,JAKARTA UTARA,1,2018-10-27,2018-10-27
ba25bd9da44b34af6a17115edd882ee5,2019-11-13,,MEDAN,1,2018-05-13,2018-05-13
e4fd667c5af04f9a11ac6ef8b1a416e6,2019-11-14,,MALANG,2,2018-07-10,2019-11-21
0eaca80d553a78b1d609296c2950adfb,2019-11-13,,KUDUS,3,2017-11-04,2020-09-29
1b283dee099f5956fbe566cfd8cca3b0,2019-11-14,,MADIUN,1,2013-07-22,2013-07-22
a01d3140c56fd7f78d1729b6407f6e71,2019-11-14,,MEDAN,1,2018-07-21,2018-07-21
dd976b2db99ff5514e2ed1dd57c34568,2019-11-14,1995-06-07,JAKARTA UTARA,1,2018-08-25,2018-08-25
1041e36cf056ebb8247e414faef3f50f,2019-11-14,,MALANG,1,2017-11-25,2017-11-25
d01b226bba386e76f0666092cc9c831b,2019-11-15,,PELALAWAN,1,2018-09-14,2018-09-14
d207b4c25c6c7d4982b6f501e1aab33b,2019-11-15,,NGAWI,2,2018-04-03,2018-04-03
2335ad8283cafca950fbcffb89941aac,2019-11-15,,DEPOK,1,2018-06-14,2018-06-14
4b5544c42fd29ae5df3e05359bd35c81,2019-11-16,,BATU,1,2018-11-09,2018-11-09
fb174718617bfb7689f4fe4c1b3675fe,2019-11-16,,JAYAPURA,1,2018-09-05,2018-09-05
541573f752adce62d96a01cc196e5742,2019-11-17,,BOGOR,1,2018-04-25,2018-04-25
0ef616df10932280964aea2df61068f5,2019-11-17,,JAKARTA TIMUR,2,2017-10-04,2017-10-04
89bfc327d2f2cca070733fa391f04f1c,2019-11-18,,SURABAYA,2,2018-04-30,2020-08-31
38055a3791deca299af0496f72455083,2019-11-19,,BEKASI,1,2018-04-29,2018-04-29
9b4adfe7ac68f376b8fa7a33e5b551b2,2019-11-19,,LUBUKLINGGAU,2,2018-01-01,2018-06-10
af1ae8aa8fbd35980d0e9a78b4eb7d13,2019-11-19,,MATARAM,1,2018-05-30,2018-05-30
7640e387f9ed51dcad576a5377d77ba7,2019-11-19,,MALANG,1,2017-07-28,2017-07-28
a41eb622c5aa277c928bf99b191eb696,2019-11-19,,BANJARMASIN,1,2016-08-20,2016-08-20
5a45b748fdc6b0bb25b13dc45906fca5,2019-11-19,,TANGERANG SELATAN,2,2018-11-13,2018-11-13
d3b9f401ea748956f6e0b1f8de25fdb1,2019-11-20,,BATAM,1,2018-10-08,2018-10-08
fbcf61e585c4931e4c8e9b2321fd9065,2019-11-20,,JAKARTA SELATAN,1,2018-01-02,2018-01-02
3fefa21d3d3f5782e1535b69698aa5d1,2019-11-20,,MEDAN,1,2018-10-10,2018-10-10
7bc8d0c58b59014d7a9e09bad478d597,2019-11-21,,BINJAI,1,2017-11-25,2017-11-25
035aad9600b5cfa39a272a5e39a79293,2019-11-21,,SIDOARJO,2,2018-11-15,2018-11-29
129d3096bfc62a1fb8a4944e38a0088e,2019-11-21,,PEKANBARU,1,2018-11-14,2018-11-14
7aff464efa30f0ca8499b28a197fab75,2019-11-21,,KARANGANYAR,2,2018-06-22,2018-06-22
b93e215385b39432a9f02a21811c8aa7,2019-11-22,,BEKASI,1,2017-04-27,2017-04-27
5b7034d182e26e2e96f02280f5ac3ec6,2019-11-22,,TULUNGAGUNG,1,2013-12-13,2013-12-13
0a041737c3d1bb6a9f550ec564f1921f,2019-10-19,,KARAWANG,1,2018-09-02,2018-09-02
f97884b4a5828d4054f7519cc81b6873,2019-10-21,,MAGELANG,1,2017-12-19,2017-12-19
2b02d121fde6fea65f91fce4b2d24aa3,2019-10-22,,JAKARTA SELATAN,1,2018-10-08,2018-10-08
884c76c33804aaa83cca42a35a4181ec,2019-10-22,,BATAM,1,2018-10-15,2018-10-15
3292c0b6156a4747b1c00ff6a6afd984,2019-10-22,,MAKASAR,1,2018-09-23,2018-09-23
1738aac3b2f11414332ffbda3020cd69,2019-10-22,,PEKANBARU,1,2018-10-05,2018-10-05
c767aa1e8b3e5190618baa93fb197daa,2019-10-22,,GOWA,1,2015-05-26,2015-05-26
bdc454201c031f53b2b18976a606d46d,2019-10-22,,SALATIGA,1,2018-09-10,2018-09-10
583f4cbc39f7b07c1fd013d82de43293,2019-10-23,,LABUHANBATU,1,2018-10-19,2018-10-19
c9b9401f54c635087f92760f0f1e8409,2019-10-23,,JAKARTA BARAT,1,2018-10-13,2018-10-13
5b022d5aa6e989339204164354808da4,2019-10-23,,BANDUNG,2,2016-10-15,2017-10-15
2d43559ce3f294c7a35d4efbfc4faf3e,2019-10-24,,KUBU RAYA,1,2018-10-23,2018-10-23
353566368ef585818d628201f6ab37de,2019-10-24,,YOGYAKARTA,1,2016-09-18,2016-09-18
ffd4a173855f84d48fbe5641fe6092f8,2019-10-24,,JAKARTA BARAT,1,2018-01-14,2018-01-14
9529dfd4f236de9749671905a932c3e7,2019-10-28,,JAKARTA UTARA,1,2018-09-12,2018-09-12
55174274d1660fac3bcdbf5e0ef057ca,2019-10-28,,SIDOARJO,1,2018-08-24,2018-08-24
fda58138e21a273d32eecc276e291451,2019-10-28,,KARAWANG,1,2017-07-31,2017-07-31
85e1a395352d191864f51c6b2ec861e9,2019-10-28,,MEDAN,1,2018-08-28,2018-08-28
6610ddab8c07df2b6b30d3f911922314,2019-10-30,,MEDAN,1,2018-10-01,2018-10-01
92d5547e2e28b1bcde405004d8c53338,2019-10-29,,MEDAN,3,2011-12-28,2018-08-12
d96b07fbd2f3efa3389ff3af0f2a4d9b,2019-10-30,,SEMARANG,1,2017-11-17,2017-11-17
dbd444b2487900f8a182efca92d85fb2,2019-10-30,,BANYUWANGI,1,2018-06-14,2018-06-14
fa873b69a99e8b4f76514894961b36de,2019-10-30,,MANADO,1,2018-06-05,2018-06-05
6be98ff4726da5b5a879a88d2461aaa7,2019-10-31,,JAKARTA SELATAN,3,2017-02-21,2018-10-24
cce190101d0f821fbe381a1afc804013,2019-10-30,,MAKASAR,1,2018-10-26,2018-10-26
611871da23fd9e5f7e0ee6528bd273e9,2019-10-30,,SEMARANG,1,2018-09-07,2018-09-07
a01f962ffc88f9538ed5283d358b7ba7,2019-10-31,,BANYUWANGI,1,2018-08-01,2018-08-01
0cc063f41663e724a247d3e8df988d9f,2019-10-31,,BANDUNG,1,2015-08-26,2015-08-26
064a0d1c7f023746990d84bdb833125d,2019-10-31,,BANDUNG,1,2018-10-27,2018-10-27
b2530f426b95215f6d6ae15fba875618,2019-11-01,,JAKARTA PUSAT,1,2018-10-12,2018-10-12
1be7a19ac0823be6e768e2ff59a156e8,2019-11-01,,PEKALONGAN,1,2018-07-06,2018-07-06
2dca5a4df81139d6a84278cc91199400,2019-11-01,,TORAJA UTARA,1,2018-09-26,2018-09-26
d0a83a6f8c5f91bbe192ddfb7723323c,2019-11-01,,BANDUNG,1,2017-12-07,2017-12-07
1d68624a72dd029dfcc0ad35e6f876f5,2019-11-01,,TULUNGAGUNG,1,2018-04-19,2018-04-19
2b2fa378c0f4e216fc536a7478cd3324,2019-11-01,,BATU,3,2018-07-21,2021-04-21
6a4ee1555689ba3d13d752ee3efe55eb,2019-11-01,,BATAM,2,2018-10-25,2021-01-01
1f6944a71ec808fc1e8da3d551b09004,2019-11-01,,CILACAP,1,2018-08-11,2018-08-11
3e7bdc4ce991a9d852c3e74c5f56b8af,2019-11-04,,PALEMBANG,2,2018-10-29,2019-01-24
e18e79ded007ec767d28ef2506206977,2019-11-04,,KEDIRI,1,2018-07-30,2018-07-30
72bf1dd770332ea62cd557c7dcff2933,2019-11-05,,SURAKARTA,1,2018-07-19,2018-07-19
674a8e1f515d8a2c2f1f3f6900c5bc96,2019-11-05,,MAGELANG,1,2018-07-26,2018-07-26
fed03e0743d02070645b59c5b99ee21a,2019-11-05,,MEDAN,1,2018-07-31,2018-07-31
ca889399c4be26b0e29e1405fc795e2e,2019-11-05,,JAKARTA SELATAN,1,2018-10-29,2018-10-29
7c36adc7a6b6919cedf5de3f53c1ba39,2019-11-05,,PEKALONGAN,1,2018-04-17,2018-04-17
44b8623768a97bb18f8565fee8c556bd,2019-11-06,,JAKARTA UTARA,1,2018-07-31,2018-07-31
bcd49e4cd4849b11fd31b980dd069bfe,2019-11-06,,BATAM,1,2017-08-11,2017-08-11
2f97028c31e01648d09ceefbf663739a,2019-11-06,,JAKARTA BARAT,1,2018-03-09,2018-03-09
e6b54f8173a4418df42d2bc938f5e629,2019-11-06,,BANYUWANGI,1,2018-10-30,2018-10-30
d25bd749de94d633cd0a08dc6d912bb6,2019-11-06,,MAGETAN,1,2018-10-28,2018-10-28
275ecaac76b35cd0663ad366af6d3087,2019-11-06,,JAKARTA TIMUR,1,2018-05-27,2018-05-27
bb6a331ad41ae7e63d362488135e14a9,2019-11-06,,SIDOARJO,2,2015-07-21,2017-09-07
0bdac2ef5af3c6c1d973b589e702b30f,2019-10-03,,JAKARTA SELATAN,1,2018-05-27,2018-05-27
bb74143b59916d7335d321ea1412ace0,2019-10-04,,JAKARTA SELATAN,2,2018-09-29,2018-09-29
2f3a9acc5a8bc09c2c25d457bebe5571,2019-10-04,,MAKASAR,1,2018-06-19,2018-06-19
96d9f753d15e21e6a09f6b8d499d7140,2019-10-05,,TANGERANG SELATAN,1,2018-07-27,2018-07-27
20f08a2ac968fb5c5a33d048144e4adf,2019-10-07,,SURABAYA,1,2018-08-30,2018-08-30
3dfb5782c04c3934a2e8fa180912a19a,2019-10-07,,MADIUN,1,2017-09-04,2017-09-04
f9cc746df3d5ab537098ac37ea2f6b17,2019-10-08,,PEMALANG,1,2014-05-23,2014-05-23
19a0ee5e41dd8ee31128c3f74bf7ab98,2019-10-08,,JAKARTA UTARA,2,2017-02-17,2019-01-09
0caba0cdd255622d722fc9f8531f1295,2019-10-08,,SEMARANG,1,2018-07-26,2018-07-26
814f4c5159d5381b2d93b91851db5241,2019-10-08,,PONOROGO,3,2013-06-25,2016-08-23
2921ff4b4b8e9893681e3eebc37d75b3,2019-10-08,,TANA TORAJA,2,2018-10-05,2020-09-09
53e52ed54f377ffae4feb6b679cef122,2019-10-08,,TANGERANG,1,2018-10-04,2018-10-04
d324d25e1c5ba16c0f9672e48f667bc0,2019-10-08,,KENDARI,1,2018-08-06,2018-08-06
f7a7bc76e8fdca35fe562d905d4066f8,2019-10-08,,SURABAYA,1,2018-07-22,2018-07-22
e407fd405068dd4a2d0fd2fdd15e4f3a,2019-10-09,,MALANG,1,2014-11-26,2014-11-26
eaceec4b689bf22e38ba2aa89e41cd1c,2019-10-09,,DEPOK,1,2018-08-15,2018-08-15
cefdc482c418e90ef52feed958a9730a,2019-10-09,,TANGERANG SELATAN,1,2016-02-14,2016-02-14
0de9b233d547e968d7533dd31435963d,2019-10-09,,MANADO,1,2018-03-03,2018-03-03
65afbb766b3a2b0b03abac97e3e166ce,2019-10-10,,SIDOARJO,1,2018-09-20,2018-09-20
bc2f14c328d57fe3e8de6264499ee186,2019-10-10,,JAKARTA SELATAN,2,2011-06-22,2017-09-08
c5ebdfa9e81dd48a09121626a6d778cd,2019-10-11,,KLATEN,1,2018-01-10,2018-01-10
bddadbaedf3f7d8b22e325ba25e3b41f,2019-10-11,,SURABAYA,2,2018-10-09,2020-03-06
2f32197877662127f397bb6780e85d7f,2019-10-14,,JEMBER,1,2018-06-01,2018-06-01
83bb7b6efe6d9713be072f0842c8d54b,2019-10-14,,TOLI TOLI,1,2018-06-29,2018-06-29
f0f9009fb815f252366bf0b47a8126ce,2019-10-14,,JAKARTA TIMUR,1,2018-10-09,2018-10-09
3cc9118d534ff5696491ce71a223b239,2019-10-15,,JAKARTA SELATAN,1,2018-03-15,2018-03-15
63734eb64747caf88dbf7cae0ce3652e,2019-10-15,,KARANGANYAR,1,2018-01-18,2018-01-18
ac67ef3ee8bd3bb578c88e26c6de5910,2019-10-15,,PONOROGO,2,2018-10-03,2018-10-03
b8292cda1940fe206f67797c29f35e74,2019-10-15,,JAKARTA TIMUR,1,2018-09-08,2018-09-08
29ed3087bf7d7a17c6d95e65ada5cca5,2019-10-15,,DEPOK,2,2018-09-13,2018-09-13
7b3fcb6a71dd21ab26604b7b6ef5ec0a,2019-10-15,,BANYUWANGI,1,2018-10-07,2018-10-07
172b4e91fe68272bb4c4acb833d29530,2019-10-15,,SAMARINDA,1,2018-06-05,2018-06-05
4c6da73e79b0a34e8f8dc9086dc1f8c0,2019-10-15,,PARE,1,2018-04-18,2018-04-18
3130c553cde18996f13b6031cd093a17,2019-10-16,,JAKARTA TIMUR,1,2018-08-26,2018-08-26
aba3617b050fc32154eb9a4b68fbbacf,2019-10-16,,SURABAYA,3,2018-06-07,2020-01-25
b10eff56d2920c03882c459235096953,2019-10-16,,BATAM,2,2017-05-16,2019-11-02
84b58e95a426e03dfc7f18ff3d7ab051,2019-10-17,,MANADO,2,2018-09-27,2018-09-27
fb5bca75ff149ac7454930b5d881f780,2019-10-17,,KUTAI BARAT,1,2018-05-21,2018-05-21
f2f29cd66741c2ceca2af5e8ecab790c,2019-10-17,,MAKASAR,1,2015-06-01,2015-06-01
c0c179e463c956391a302b6bb56aa7bb,2019-10-17,,SURABAYA,1,2018-02-02,2018-02-02
6da2fa9aae26c1b28b3bf4528ef896f9,2019-10-18,,CIPUTAT,1,2018-09-29,2018-09-29
3df06174e4eb081aa27a7081f5456e0c,2019-10-18,,BOGOR,1,2018-08-01,2018-08-01
f2d30dea7c16aaa4e3627be85a917569,2019-10-18,,DUMAI,1,2018-10-16,2018-10-16
88463627ac115765ad50f2674fcfdf76,2019-09-18,,LAMONGAN,1,2018-09-04,2018-09-04
158e77c00ce259fb57133a489b5981e5,2019-09-18,,KARAWANG,1,2015-01-09,2015-01-09
94edbf47be6466121a3cc8f3cffda4eb,2019-09-18,,BEKASI,1,2018-03-22,2018-03-22
bb1bee921a842ac508cd2ec74be68053,2019-09-19,,TEGAL,1,2018-09-15,2018-09-15
a1f7a096ae2ce764dc820f74a9a68da1,2019-09-19,,JAKARTA UTARA,1,2018-02-04,2018-02-04
eb0fb5ff0590f3500cbbfcde26afdc6f,2019-09-19,,DELI SERDANG,1,2018-08-26,2018-08-26
f34e3617d3a0a01708691aae50730cc9,2019-09-23,,SIDOARJO,1,2018-06-25,2018-06-25
80e254db64d883d114f32bc5ae68a353,2019-09-23,,MAKASAR,1,2018-08-18,2018-08-18
97ed893335829a095a7c8c9c11d1e8fb,2019-09-24,,PEMATANG SIANTAR,1,2018-02-07,2018-02-07
edafe6f0a970a38e0069195bfb8563d8,2019-09-24,,TEBING TINGGI,1,2018-09-20,2018-09-20
cca99c8aa8b839c603a0d373f9cafa6d,2019-09-24,,MEDAN,2,2018-09-13,2019-11-21
23e7ce97837b38573f2d1b3e30c94e42,2019-09-24,,TANGERANG,1,2018-04-26,2018-04-26
ef9d3a3ed231b8bd758dd67eb2a7eeb4,2019-09-24,,KEDIRI,1,2015-01-07,2015-01-07
9907225ad8cade7fd44e5e6c8ede3398,2019-09-25,,KENDARI,1,2018-09-10,2018-09-10
2bf305e34808a89da6ca2ac22f81aef8,2019-09-25,,JAKARTA SELATAN,2,2018-02-08,2018-02-20
06ca2821116dd2bb8ab3f852a63b75fe,2019-09-25,,SIDOARJO,1,2016-03-19,2016-03-19
2b683a260d262b34d13aa936be4684ec,2019-09-26,,MEDAN,3,2012-04-18,2018-08-31
9cadc1e0f8d871e23562ecca3893a46e,2019-09-26,,DELI SERDANG,1,2018-08-15,2018-08-15
08f7c3cde640be5a0497b9628a816ea4,2019-09-27,,JAKARTA SELATAN,1,2017-11-10,2017-11-10
b96c130027c03808ae1366800996f7a4,2019-09-30,,LAMPUNG TENGAH,1,2017-06-26,2017-06-26
ef2a8ef147a80c691ae3d36a192e7a49,2020-12-16,,TULUNGAGUNG,2,2012-08-25,2018-06-29
2100e87d01fc8274243f252881ae93fd,2019-09-30,,TANGERANG,3,2018-04-18,2018-07-28
fb8f3b4c18ee36a7ec8555e54ccf5e96,2019-09-30,,DELI SERDANG,1,2018-08-24,2018-08-24
db859b954f8c7665224ec666d9a7c8bf,2019-09-30,,BEKASI,1,2018-04-29,2018-04-29
553d48c1d9708a2416daee2d79a96983,2019-10-01,,DELI SERDANG,1,2018-06-30,2018-06-30
bef1da64b3986903db5e3de61236992a,2019-10-01,,PALEMBANG,1,2017-04-18,2017-04-18
64f425aa63c1d8c0a44d4bf7f985fbee,2019-10-01,,BANDAR LAMPUNG,1,2018-07-27,2018-07-27
f2dafc32f5f2a2ce10d99c5f5b768d11,2019-10-01,,TANGERANG,2,2018-06-23,2018-09-27
b2f1a99371efda4d5bb5b6769ad52902,2019-10-01,,MAKASAR,3,2016-06-04,2018-09-23
8d4725f9f3b6fc5a01c200da6f263887,2019-10-02,,BANDAR LAMPUNG,1,2017-10-20,2017-10-20
31e913cbe66707db238abfc19d3248d2,2019-10-02,,PONOROGO,1,2016-05-13,2016-05-13
45e7440e57fd8e382b6a32c16b9a98f3,2019-10-02,,TANAH TORAJA,1,2017-09-23,2017-09-23
26741b59bf4871844ad4884eaf2a50f2,2019-10-02,,MATARAM,2,2018-07-19,2018-07-19
90629231bad9d31accb78d0badf5be47,2019-10-03,,MALANG,1,2017-03-23,2017-03-23
b1cc7e8ffa17cec20077b426f9d3d8ea,2019-10-03,,BANDUNG,1,2016-05-30,2016-05-30
f80c610c65876544eba45d96d56d8f02,2019-09-05,,BATU,1,2017-04-07,2017-04-07
1627918ed6cfa1a6529e3c93ec0e558e,2019-09-05,,MALANG,1,2018-02-02,2018-02-02
3d3b25bc9a0f90b0709d4814c681309f,2019-09-05,,BEKASI,1,2018-03-09,2018-03-09
e4fe1dc677068e24dd8ec633a2a80724,2019-09-05,,BOGOR,1,2018-07-17,2018-07-17
7c9f34479fb0fe29830e3aba6cf94b5b,2019-09-06,,CIMAHI,2,2017-06-02,2017-07-02
350e813e1192dc9f2bc52cb7bf267ea5,2019-09-07,,MEDAN,1,2016-07-24,2016-07-24
4580382f40becc811e0d6763bfaa36cf,2019-09-09,,MEDAN,1,2018-08-03,2018-08-03
b6bcebc26310343e191dd65fcc504672,2019-09-09,,JAKARTA TIMUR,1,2018-09-04,2018-09-04
63c6f8e9bebfd88ceaebc960578d8f86,2019-09-09,,SRAGEN,1,2017-04-20,2017-04-20
14b03e1a97614a99c5a10810af78c318,2019-09-09,,PEKALONGAN,1,2018-08-19,2018-08-19
e45b53f45748cb9ce0704653da173a4b,2019-09-09,,JAKARTA,1,2018-09-05,2018-09-05
72b5bc1f1244f95051b74282879db027,2019-09-09,,MAKASAR,1,2018-06-12,2018-06-12
c3d7385698b1eef7bb6f96b257eb9214,2019-09-09,,BANDUNG,2,2017-04-24,2017-07-24
78317d4339f0bcf4e65c13233f4b0259,2019-09-10,,BANDUNG,1,2018-06-09,2018-06-09
2af8c5aad698b0f27a760776bf90f109,2019-09-10,,TANGERANG SELATAN,1,2017-09-11,2017-09-11
50e75a42313e4bd8a42262320c7da07a,2019-09-11,,MALANG,1,2018-08-21,2018-08-21
e2e0933759c6827cab4151d87d602872,2019-09-11,,BOGOR,1,2018-07-04,2018-07-04
f79c8b304aa8723b8bcbb6e617bbc750,2019-09-11,,DEPOK,1,2016-12-25,2016-12-25
dc5ee83d157cd3dbccacc76b28e19701,2019-09-11,,YOGYAKARTA,1,2018-06-11,2018-06-11
379c1ee5bec52db4b9eb1ab0feb3875b,2019-09-12,,BEKASI,1,2018-02-08,2018-02-08
a1507048bc366eb64c6c8b1549ff82af,2019-09-12,,JAKARTA TIMUR,2,2017-06-13,2017-06-13
b605ac62c813ed69b1f02d7862653337,2019-09-13,,DEPOK,2,2018-07-29,2019-10-22
434e304b0e40447159462f78bf1fec90,2019-09-13,,TANGERANG,1,2017-06-06,2017-06-06
3d3579ccccc8c10182f18369d0f1cfe2,2019-09-13,,BOYOLALI,1,2017-06-13,2017-06-13
b82836a00d3e577c91e3d339a8cf478c,2019-09-13,,SURABAYA,1,2018-07-19,2018-07-19
dacfb5f6d856926e04781b2c8da203f3,2019-09-13,,JAKARTA UTARA,2,2017-12-27,2019-09-01
bcd91aeb58f143abf922a1fda101e246,2019-09-16,,BANDAR LAMPUNG,1,2018-09-07,2018-09-07
bcc0b48cfe37362c5e3493a54d5e4a32,2019-09-16,,MALANG,1,2018-03-03,2018-03-03
c25eafe71a97837d98850adfcb92d4d8,2019-09-16,,MAKASAR,1,2018-07-29,2018-07-29
e5d63bf712d5f0618a35cf3801179d4a,2019-09-17,,PALU,1,2018-01-22,2018-01-22
1bcdbd9d3f783a0cc1285e6ceb9fcb47,2019-09-17,,JAKARTA UTARA,1,2017-11-23,2017-11-23
405de6b22fd5127cf341ce41560152ab,2019-09-17,,JAMBI,1,2018-05-03,2018-05-03
3b53036fde355161c0c23a25b8f9fcd9,2019-09-17,,MALANG,1,2017-03-27,2017-03-27
ebc78b83ebcc62f82b78c3ba02c46437,2019-08-19,,MALANG,1,2018-07-11,2018-07-11
1947158c43b021234bc710f8e8a12a12,2019-08-19,,SIDOARJO,1,2018-03-08,2018-03-08
037b5b4c7d70475b5121763867122e68,2019-08-19,,DEPOK,2,2016-11-11,2018-05-31
12bf8e524663eb8906d4d132eadf24cc,2019-08-20,,TANGERANG,1,2018-04-18,2018-04-18
4e09049c708e3e11e8ae342c20dfc338,2019-08-20,,KARANGANYAR,1,2017-11-26,2017-11-26
474f3e32b7c6e9c291ed364cd9b470fd,2019-08-20,,SEMARANG,1,2017-01-11,2017-01-11
02f84ddec20a046c3b364700d219cdc4,2019-08-21,,TANGERANG,2,2015-10-19,2018-08-13
f3ffe765504f25aa6b9c67752cf2f1e4,2019-08-22,,LANGKAT,1,2018-08-20,2018-08-20
2a8f7afbd317fcf394622833d9734449,2019-08-22,,MALANG,1,2017-11-16,2017-11-16
b00d5c9889479c5b3a56e6c73356f984,2019-08-23,,BANDUNG,1,2016-11-16,2016-11-16
b284482d3913094dc870325341f676a2,2019-08-23,,MAKASAR,1,2018-07-26,2018-07-26
5561578d665001a35dd4ea0fa59d7e16,2019-08-23,,JAKARTA BARAT,3,2018-07-24,2018-07-24
520cac088c2605d421dbcbc889644f80,2019-08-23,,KEBUMEN,1,2018-04-10,2018-04-10
04aa06b1281969974f90d926c5693cf4,2019-08-24,,SIDOARJO,1,2017-06-26,2017-06-26
919a082d23d69edd861bd772dda3920e,2019-08-24,,BIREUEN,1,2018-07-13,2018-07-13
43c3258a86a7d391e6a6ade70dccb32c,2019-08-24,,MAKASAR,3,2010-06-25,2018-07-20
09596a3d145402d6625b5b632d77c7a9,2019-08-24,,BOGOR,1,2018-07-30,2018-07-30
3b103c1655dbee1526f8b9e16ce80894,2019-08-26,,MADIUN,1,2018-06-21,2018-06-21
601b22076dc9f08099e1b1e8c52d9aa6,2019-08-27,,SEMARANG,2,2018-08-19,2018-08-19
24e722b2f2a5d50f290c0373ffc91599,2019-08-27,,JEMBRANA,1,2018-07-05,2018-07-05
0f5577ad7a54819259a54c90d596e5e3,2019-08-28,,TANGERANG,1,2013-05-26,2013-05-26
4e95e7bde7a12b0dd0901bf318c31a43,2019-08-28,,SIDOARJO,1,2017-04-23,2017-04-23
335a5b0890cb32ff2880bdedf22bf29f,2019-08-28,,JAKARTA UTARA,2,2017-07-15,2017-07-15
b7a52226ad54c4fc0b894493276ae954,2019-08-28,,PASURUAN,1,2018-07-30,2018-07-30
060fc7dda6d3fcebe859a26681c85e4a,2019-08-28,,BEKASI,1,2018-07-01,2018-07-01
120055578bb58bad00cfedafc6fd771f,2019-08-28,,BOGOR,1,2018-08-24,2018-08-24
22809e4370c0a2a09c58b0e4fbaf4939,2019-08-29,,BLORA,1,2018-07-15,2018-07-15
577f1b9a093c2cec6398b1118f5d99ab,2019-08-29,,JAMBI,2,2017-03-08,2019-01-27
b0c4654a60822c72c21b9163d2cca8cb,2019-08-29,,JAKARTA TIMUR,1,2018-03-31,2018-03-31
ceec972f3f3946ac2a6314c503ef2c1b,2019-08-30,,SUKABUMI,1,2018-05-27,2018-05-27
55834f827f3c154b7f21dde98728e905,2019-09-02,,BEKASI,1,2018-05-21,2018-05-21
a60c2e5303926234f252fe14c4a02cd7,2019-09-03,,BANDUNG,1,2018-04-10,2018-04-10
ae62f62ab46f2d5cc9dbf920b2e5f87a,2019-09-03,,BATAM,1,2018-06-12,2018-06-12
0b6987e36b8760f3dbfc0c435125fc43,2019-09-04,,PEKALONGAN,2,2018-04-15,2019-05-05
4dee075cae5fbad7692004b68e13b903,2019-09-04,,MAGETAN,1,2017-10-12,2017-10-12
3bf6575dfa14b0345c2b8ddec1c62a27,2019-08-07,,MALANG,1,2018-05-05,2018-05-05
83cd57d11a09eeedb511d9bf7059899d,2019-08-07,,BATAM,1,2018-08-04,2018-08-04
2a0d31ae3a7fddf964db6c2f7898875f,2019-08-07,,BENGKULU SELATAN,1,2017-06-20,2017-06-20
e6030ef2ccfbd0fd2e23856b551435f5,2019-08-07,,PALEMBANG,2,2018-05-05,2020-11-03
96d07640c6733feb7a535ee9273c3c73,2019-08-08,,BANDAR LAMPUNG,1,2018-04-11,2018-04-11
77ecb4264be1093db1b0d316628bb924,2019-08-08,,TANJUNG PINANG,1,2016-01-30,2016-01-30
46475125926067d9691d4aa38bba7a96,2019-08-08,,PALEMBANG,1,2018-03-07,2018-03-07
9ad4138bfe61b627530477661df10b15,2019-08-08,,BANDUNG BARAT,2,2017-12-19,2018-07-21
4830692088b013d84d40af4ec73ea2a8,2019-08-09,,SURABAYA,1,2018-06-13,2018-06-13
e4406d77516459557ac8c94d03b3455d,2019-08-09,,JAKARTA SELATAN,3,2017-03-19,2019-11-30
8623f25fd3d07d324044ca16ada8e14a,2019-08-09,,SLEMAN,1,2017-09-20,2017-09-20
880fcef1362f47a2ec005833c1d23391,2019-08-10,,BEKASI,2,2018-06-15,2018-06-15
6d9709356d6e5dffb15903f61050f0f3,2019-08-10,,TANJUNG PINANG,1,2017-09-28,2017-09-28
0d34b1b75821a750af5787590764edf8,2019-08-12,,BANDA ACEH,1,2017-10-17,2017-10-17
3e1e5b1273d4a17dc75506e89dad8011,2019-08-12,,LAMPUNG TIMUR,2,2017-12-22,2017-12-22
2f3ef85ad2bb20df4e48d0d570642b8c,2019-08-13,,JAKARTA BARAT,1,2017-11-24,2017-11-24
215fd226dae12e644d559f8ce7bed1cc,2019-08-12,,TANJUNG PINANG,1,2018-05-17,2018-05-17
2d6dd4c3510bddbf8198a8844846bb84,2019-08-12,,BEKASI,1,2017-10-31,2017-10-31
fb89c8fb61e7904dc2ed0aa97bc639b0,2019-08-12,,JAKARTA SELATAN,1,2018-06-23,2018-06-23
e73304e4b65d2551c740555b51cb371a,2019-08-13,,MAKASAR,3,2015-07-21,2018-07-16
f4925f9834e14bf0436340bb871f1484,2019-08-13,,PEMALANG,3,2016-06-20,2018-05-24
9811253f34d472c06be00886e3623076,2019-08-13,,KUDUS,1,2017-10-19,2017-10-19
5e82f63c2903405877f0c51444f16aca,2019-08-13,,BATAM,1,2017-12-20,2017-12-20
8d99c5918d54e4d00d6dc86f1bb13859,2019-08-14,,MANADO,1,2018-08-01,2018-08-01
f54ed68817a2858d3dc442698aed79f4,2019-08-14,,BANDAR LAMPUNG,1,2018-08-08,2018-08-08
d0724134a50a5f901bfabc6411bb4f43,2019-08-14,,JEMBER,2,2016-12-30,2019-05-21
c7bc559b958544d78376e9800b29b416,2019-08-15,,JAKARTA TIMUR,1,2018-08-14,2018-08-14
1a7b86bb5c2831b6c46637e051bd70e1,2019-08-15,,TANGERANG,1,2018-06-01,2018-06-01
8408afef46abfc4b30d15d354c8dad89,2019-08-15,,KLATEN,1,2016-11-11,2016-11-11
